iIssueId,Resumen,GPT4,labels,modificacion,inconcluso
19309,"Se reportó que la solicitud 67939, a pesar de estar en estatus ""Autorizada"", generó un crédito 37573 en estatus ""Por dispersar"". Tras investigar y comunicarse con el cliente, se decidió cancelar la operación, resolviendo así la discrepancia entre la solicitud y el crédito.",No,"crédito, autorizada, por dispersar, cancelar",Sí,No
19310,"Se solicitó la creación de un nuevo usuario en el ambiente de producción, y se envió la información correspondiente a JOSE para su gestión.",No,"usuario, creación",No,No
19311,"Se reportó que el reporte ""Pagos Transmisión Revolvente"" no mostraba algunos registros de pagos de créditos cancelados. Tras eliminar la condición de créditos activos, se logró mostrar los pagos correctamente y se confirmó la solución con el cliente.",No,"reporte, pagos transmisión revolvente, cancelados",Sí,No
19312,"Se solicitó que el MIS mostrara información respetando los filtros de tipo de financiamiento y afiliado configurados en cada usuario. Tras confirmar con el cliente que la solución debía aplicarse a todos los reportes del MIS, se procedió a implementarla, pero finalmente se encontró otra solución y se cerró el ticket.",No,"reporte, mis, filtros, usuario",No,No
19313,"Se solicitó cambiar el estatus de 11 créditos de ""Cerrado"" a ""Castigado"". Tras desarrollar un proceso para cargar un archivo CSV y realizar pruebas, se identificó que los créditos no podían marcarse como ""Castigados"" al haberse cerrado por pago. Finalmente, se autorizó el cambio a producción y se habilitó el proceso para el perfil de Administrador.",No,"crédito, cancelación, revertir, castigado",Sí,No
19314,"Se solicitó revertir la cancelación del crédito 26077 que fue realizada por error. Tras la reversión exitosa, se validó que el crédito estaba activo y se cerró el ticket.",No,"actualización, reporte de comisiones",Sí,No
19315,"Se solicitó la actualización del ""Reporte de Comisiones"" con una tabla de nuevos datos. Tras revisar que el ticket estaba duplicado, se decidió cancelar este requerimiento.",No,"actualización, reporte comisiones, factores de comisión",Sí,No
19316,"Se pidió agregar nuevos factores de comisión al reporte ""Reporte de Comisiones"" para varios productos. Después de agregar las comisiones y validarlas, se confirmó su correcto funcionamiento en producción.",No,"actualización, reporte comisiones, factores de comisión",No,Sí
19317,"Se requirió generar una interfaz con el proveedor ""Prevenciondelavado.com"" para consultas. Tras varios procesos de validación y pruebas, se logró la integración satisfactoriamente y se liberó el desarrollo en producción.",No,"prevencióndelavado, integracion",Sí,No
19318,"Se solicitó quitar el logo de MTN de la pantalla de acceso a Zell y reemplazarlo por el de Zell. Tras realizar el cambio, se confirmó la actualización satisfactoria.",No,actualizacion de test,Sí,No
19319,"Se pidió apoyo para configurar filtros por convenio en las listas de cobro y domiciliación para usuarios específicos. A pesar de enviar la cotización al cliente, esta no fue autorizada y se decidió cerrar el requerimiento.",No,procesos automaticos,No,Sí
19320,"Se solicitó la creación del sitio web de CONTINO, el cual se estableció como contino.zell.mx. Posteriormente, se realizó la configuración del idioma o perfil para acceder al menú de Zell. Finalmente, se recibió un recordatorio de encuesta.",No,"desarrollo, webcore",Sí,No
19321,"Se solicitó liberar el proceso ""Client callback"" en ambiente TEST, el cual aparentemente finalizó satisfactoriamente. Tras validación con el cliente, se confirmó el cierre del ticket y se envió un recordatorio de encuesta.",No,reporte,Sí,No
19322,"Se pidió modificar la columna de inactividad en el Reporte detalle saldos de cartera de crédito. Tras realizar el ajuste y notificar al cliente, se confirmó la corrección del reporte y se dio por concluido el ticket, enviando un recordatorio de encuesta.",No,reporte,Sí,No
19323,"Se solicitó el desarrollo de un reporte denominado Resumen de Movimientos, basado en el reporte actual ""DETALLE DE MOVIMIENTOS"". Tras diversas revisiones y ajustes, el reporte fue colocado en ambiente de TEST, validado por el cliente y finalmente liberado a producción, con envío de notificación correspondiente.",No,reporte,Sí,No
19324,"Se planteó la etiquetación de ""Quebrantos Fiscales"" en el ""Estatus del Crédito"" como QBF Reservas, mediante un proceso masivo de carga de CSV. A pesar de intentos de ajuste y análisis, no se completó el requerimiento debido a la falta de respuesta por parte de DXT, manteniendo el ticket en espera.",No,reporte,Sí,No
19325,"Se solicitó modificar el RECA en el reporte 640 - Tabla de Amortización para actualizarlo al nuevo RECA: 5252-439-029269/17-02997-0821. Tras realizar pruebas y ajustes, se confirmó que no hubo observaciones adicionales, por lo que se considera resuelto el requerimiento.",No,actualizacion de test,Sí,No
19326,"Al intentar cargar un archivo TXT al proceso ""Respuesta Banamex CLABE - verifica"", se presentó un error de ""Subquery returned more than 1 value"". Tras realizar un ajuste para que solo tome el registro con estatus ""Dispersada"", se notificó al cliente y se confirmó que el problema fue resuelto satisfactoriamente.",No,banamex,Sí,No
19327,"Se reportó que en ambiente de producción no se mostraba el botón ""Marcar cobro"" en la pantalla de reembolsos cuando el estatus era ""Autorizado"". Tras habilitar la funcionalidad y confirmar con el cliente, se verificó que el botón ya estaba disponible y se pudo aplicar correctamente, dando por finalizado el problema.",No,procesos automaticos,Sí,No
19328,"Se identificó que al intentar subir un archivo al proceso de ""Carga Pagos Grupales - CSV"", no se generaba el número de lote correspondiente ni se indicaba la cantidad de registros procesados. Tras realizar ajustes y validar nuevamente, se confirmó que el proceso funciona correctamente y ahora muestra la información requerida.",No,procesos automaticos,Sí,No
19329,"Se solicitó apoyo para realizar un cambio de sucursal de forma masiva, similar al proceso de cambio de vendedor. Tras enviar la cotización actualizada y resolver dudas con el cliente, se procedió a cancelar el ticket debido a la falta de respuesta por parte del cliente, considerando el requerimiento como no vigente.",No,procesos automaticos,No,Sí
19330,"Se solicitó replicar los procesos para dispersión de API HSBC en la empresa Solo Efectivo. Tras diversas interacciones y ajustes en pruebas, se logró habilitar los procesos en ""SIEMPRE EFECTIVO - Test"" para validación. Finalmente, se autorizó la liberación del requerimiento a producción el 03 de Noviembre, concluyendo con éxito la actualización.",No,"hsbc, api",Sí,No
19331,"Se requirió apoyo para liberar el proceso Estatus de Solicitudes que se quedó en inicio, afectando la navegación. Tras revisar y liberar el proceso, se validó su correcta ejecución. Posteriormente, se enviaron recordatorios de encuesta sin incidencias relevantes.",No,procesos automaticos,Sí,No
19332,"Se solicitó información sobre el proceso de terminación de servicio debido al cese de operaciones de la empresa. Tras gestionar la baja del servicio, enviar carta de terminación y facilitar la descarga de información, se cerró el ticket una vez completadas las acciones necesarias.",No,actualizacion de test,Sí,No
19333,"Se reportó un error en la carga masiva de claves bancarias, donde el banco no se guardaba correctamente. Tras identificar y explicar la causa del problema al cliente, se realizaron pruebas en test y se cerró el ticket con satisfacción por parte del cliente.",No,csv,Sí,No
19334,"Se solicitó apoyo para corregir un dato incorrecto en el reporte de la tabla de amortización de un crédito. Tras ajustar el campo de trabajo en producción y validar el cambio, se confirmó la corrección y se cerró el ticket con éxito.",No,reporte,Sí,No
19335,"Se solicitó realizar modificaciones en la fecha de depósito en pagos, incluyendo la modificación de la aplicación de pagos por reestructuras o refinanciamientos para que la fecha de depósito coincida con la fecha de pago, así como agregar una condición en la aplicación de listas de cobranza de nómina. Tras varios correos y ajustes, se logró validar y liberar todos los puntos solicitados, finalizando con la actualización en producción y notificación al cliente.",No,"pagos a proveedor, fecha de depósito",Sí,No
19336,"Se requirió agregar las listas PPE y SAT en las consultas QeQ, lo que generó ajustes en el proceso para considerar estas listas al realizar consultas. Tras pruebas y ajustes, se logró corregir la búsqueda de coincidencias erróneas y se procedió a cerrar el ticket luego de validar con el cliente.",No,"consultas, qeq",No,No
19337,"Se solicitó obtener un listado de las políticas utilizadas al generar paquetes de renovación, lo que llevó a la solicitud de un reporte detallado de las reglas aplicadas. Tras varios correos y ajustes, se logró obtener la información requerida, se realizó el desarrollo correspondiente y se liberó a producción, finalizando con la facturación del ticket.",No,"reportes, políticas",Sí,No
19338,"Se reportó un error donde los créditos a refinanciar no se mostraban en una solicitud específica, lo que llevó a múltiples correcciones y pruebas para corregir la visualización de los créditos. Tras varios ajustes y validaciones, se logró corregir el problema y se liberó la solución en producción, finalizando con la facturación del ticket.",No,pagos anticipados,Sí,No
